Player,Age,Position,CM,KG,Start,Sub,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
Javi Castellano ,36,  DMC,182,73,0,5,94,0,0,0,0,0,95.2,0.2,0,6.22,Las Palmas,2016/2017
Aythami Artiles ,37,  D,184,79,9,3,837,0,0,4,1,0.3,86.4,1.4,0,6.17,Las Palmas,2016/2017
Benito Ramirez ,28,  Midfielder,180,70,0,2,14,0,0,0,0,0,40,0.5,0,6.15,Las Palmas,2016/2017
Asdrubal ,33,  Forward,173,68,0,3,31,0,0,0,0,0,100,0,0,6.07,Las Palmas,2016/2017
Tyronne ,33,  Midfielder,180,72,0,3,42,0,0,1,0,0,86.7,0.3,0,6.05,Las Palmas,2016/2017
Hernan ,33,  DMC,181,71,3,7,288,0,0,1,1,0.7,86.5,0.6,0,5.9,Las Palmas,2016/2017
Erik Exposito ,27,  FW,192,83,2,0,167,0,0,0,0,0.5,79.2,1,0,5.78,Las Palmas,2016/2017
Dani Ceballos ,27,  M,179,70,24,6,2336,2,2,8,0,1.2,80.8,0.4,3,7.32,Real Betis,2016/2017
German Pezzella ,32,  D,187,82,36,0,3103,1,0,10,0,0.5,74.8,2.8,1,6.85,Real Betis,2016/2017
Bruno Gonzalez ,33,  D,185,83,15,1,1331,1,0,9,0,0.2,79.1,1.8,1,6.84,Real Betis,2016/2017
Petros Araujo ,34,  M,182,78,24,8,2143,1,2,8,1,0.4,88,0.4,1,6.81,Real Betis,2016/2017
Aissa Mandi ,32,  D,184,78,25,1,2218,2,1,4,0,0.5,85.4,2,0,6.78,Real Betis,2016/2017
Antonio Adan ,36,  GK,190,86,37,0,3330,0,0,5,0,0,52.7,0.3,1,6.78,Real Betis,2016/2017
Riza Durmisi ,30,  D,168,68,27,0,2387,1,4,4,0,0.8,76.3,0.3,2,6.76,Real Betis,2016/2017
Felipe Gutierrez ,33,  M,175,70,9,5,756,1,0,3,0,0.5,72.9,0.4,1,6.75,Real Betis,2016/2017
Ruben Pardo ,31,  M,181,69,15,1,1272,1,0,2,0,1.1,78.7,0.3,0,6.75,Real Betis,2016/2017
Ruben Castro ,42,  AM,169,68,32,3,2783,13,3,3,0,3.3,78.1,0.2,2,6.72,Real Betis,2016/2017
Jose Carlos Ramirez ,27,  D,185,74,6,0,498,0,0,0,0,0,66.8,1.3,0,6.72,Real Betis,2016/2017
Joaquin ,42,  M,179,75,19,9,1676,3,4,2,0,1,84.4,0.4,1,6.7,Real Betis,2016/2017
Cristiano Piccini ,31,  D,189,79,21,2,1742,2,3,5,2,0.7,73.1,1,0,6.65,Real Betis,2016/2017
Alin Tosca ,32,  D,181,78,17,0,1503,0,0,2,0,0.2,78.8,1.4,0,6.61,Real Betis,2016/2017
Antonio Sanabria ,28,  FW,180,70,16,6,1494,4,1,2,0,1.7,63,3.5,1,6.57,Real Betis,2016/2017
Alex Alegria ,31,  FW,190,82,15,10,1435,3,2,2,0,1.8,69.4,2.9,1,6.55,Real Betis,2016/2017
Ryan Donk ,37,  D,192,80,9,7,856,0,1,3,0,0.2,76.5,1.3,0,6.54,Real Betis,2016/2017
Alvaro Cejudo ,40,  M,179,74,6,11,806,1,1,9,0,0.9,78.1,0.6,0,6.54,Real Betis,2016/2017
Rafa Navarro ,30,  D,173,61,14,4,1279,2,2,4,0,0.4,79.6,0.3,1,6.53,Real Betis,2016/2017
Charly Musonda ,27,  AM,173,66,1,7,278,0,1,2,0,0.8,78.3,0,0,6.49,Real Betis,2016/2017
Darko Brasanac ,32,  M,178,73,19,6,1629,1,1,7,0,0.6,75.5,0.8,1,6.47,Real Betis,2016/2017
Alex Martinez ,33,  D,176,67,11,3,967,0,0,2,0,0.6,72.2,0.9,0,6.42,Real Betis,2016/2017
Fabian Ruiz ,27,  M,189,70,3,1,154,0,0,0,0,0.3,82.3,0.5,0,6.41,Real Betis,2016/2017
Jonas Martin ,33,  M,184,77,15,5,1157,2,0,5,0,0.5,81.7,1,0,6.4,Real Betis,2016/2017
Dani Gimenez ,40,  GK,185,81,2,0,91,0,0,0,1,0,50,0,0,6.14,Real Betis,2016/2017
Roman Zozulya ,34,  AM,180,62,1,5,152,0,0,1,0,0.5,70.8,0.5,0,6.06,Real Betis,2016/2017
Nahuel Leiva ,27,  AM,172,70,0,10,148,0,0,0,1,0.1,75.3,0,0,5.87,Real Betis,2016/2017
Lucas Perez ,35,  AM,180,82,1,0,90,1,1,0,0,3,84,0,0,8.08,Deportivo La Coruna,2016/2017
Davy Roef ,30,  GK,187,84,1,0,90,0,0,0,0,0,72.7,1,0,7.98,Deportivo La Coruna,2016/2017
Celso Borges ,35,  D,182,75,30,4,2723,6,0,5,0,1.2,83.1,3.9,2,6.98,Deportivo La Coruna,2016/2017
Juanfran ,35,  D,180,72,34,0,2962,0,6,2,1,0.7,74.3,1.1,1,6.9,Deportivo La Coruna,2016/2017
Emre Colak ,32,  M,169,67,29,4,2477,3,6,5,0,1.3,82,0.2,1,6.86,Deportivo La Coruna,2016/2017
Pedro Mosquera ,35,  M,184,75,17,6,1560,3,0,7,0,0.4,80.6,1,1,6.84,Deportivo La Coruna,2016/2017
Guilherme ,32,  M,179,77,26,4,2282,2,1,6,0,1,83.8,1.8,0,6.77,Deportivo La Coruna,2016/2017
Florin Andone ,30,  FW,180,78,32,5,2901,12,2,6,0,2.7,67.3,1.5,2,6.76,Deportivo La Coruna,2016/2017
Fernando Navarro ,41,  D,177,70,22,3,2051,0,0,6,0,0.2,76.1,1.4,0,6.75,Deportivo La Coruna,2016/2017
Ryan Babel ,37,  M,185,79,5,6,561,4,1,3,0,1.2,79.6,1.6,1,6.75,Deportivo La Coruna,2016/2017
Alejandro Arribas ,34,  D,182,76,20,3,1907,0,0,7,0,0.6,77,1.4,0,6.73,Deportivo La Coruna,2016/2017
Luisinho ,38,  D,171,66,20,6,1908,0,2,6,0,0.5,76.4,0.5,1,6.71,Deportivo La Coruna,2016/2017
Sidnei ,34,  D,185,80,29,0,2491,1,0,2,0,0.4,86.2,1.3,0,6.69,Deportivo La Coruna,2016/2017
Gael Kakuta ,32,  M,173,64,8,2,544,2,1,0,0,1.1,63.2,0.8,0,6.66,Deportivo La Coruna,2016/2017
Albentosa ,35,  D,193,89,26,1,2335,1,1,10,1,0.4,81.5,1.7,0,6.64,Deportivo La Coruna,2016/2017
Joselu ,33,  FW,192,80,9,11,892,5,1,7,0,1.5,62.6,3.2,2,6.6,Deportivo La Coruna,2016/2017
Przemyslaw Tyton ,37,  GK,195,88,12,1,1125,0,0,1,0,0,48.7,0.2,0,6.58,Deportivo La Coruna,2016/2017
Alex Bergantinos ,38,  M,177,72,6,2,552,1,0,2,0,0.4,86.5,1.1,0,6.55,Deportivo La Coruna,2016/2017
German Lux ,41,  GK,185,79,25,0,2206,0,0,5,0,0,50,0,0,6.55,Deportivo La Coruna,2016/2017
Bruno Gama ,36,  AM,175,73,18,4,1452,0,0,3,0,1.2,80.7,0.3,0,6.54,Deportivo La Coruna,2016/2017
Ola John ,31,  AM,180,80,3,8,348,0,1,1,0,0.7,80.5,0.1,0,6.54,Deportivo La Coruna,2016/2017
Carles Gil ,31,  AM,171,65,16,7,1412,1,4,7,0,0.7,85.3,0,0,6.54,Deportivo La Coruna,2016/2017
Marlos Moreno ,27,  AM,171,66,9,10,793,0,0,0,0,1.3,78.9,0.2,0,6.43,Deportivo La Coruna,2016/2017
Faycal Fajr ,35,  M,180,71,14,10,1205,0,2,2,1,0.8,80.8,0.4,0,6.36,Deportivo La Coruna,2016/2017
Laure ,38,  D,171,68,4,3,425,0,0,0,1,0,70.3,0.4,0,6.33,Deportivo La Coruna,2016/2017
Edu Exposito ,27,  M,178,68,1,0,46,0,0,0,0,1,81,1,0,6.33,Deportivo La Coruna,2016/2017
Borja Valle ,31,  Forward,177,74,1,6,202,0,0,0,0,0.7,68.5,0.4,0,6.18,Deportivo La Coruna,2016/2017
Oscar Pinchi ,28,  Forward,171,62,0,1,1,0,0,0,0,0,0,0,0,6,Deportivo La Coruna,2016/2017
Diego Rico ,31,  D,180,78,25,0,2222,1,0,6,0,0.6,74.2,1.4,2,7.01,Leganes,2016/2017
Dimitrios Siovas ,35,  D,192,83,16,0,1393,1,0,4,0,0.6,75.4,2.4,0,7,Leganes,2016/2017
Gabriel Pires ,30,  M,186,90,33,1,2753,5,2,9,0,1.6,67.1,4.4,2,6.93,Leganes,2016/2017
Rober Ibanez ,30,  AM,175,67,1,4,168,2,1,0,0,1.6,87,0,1,6.86,Leganes,2016/2017
Ruben Perez ,34,  M,178,73,26,4,2335,0,1,11,0,0.6,73.9,1.6,2,6.82,Leganes,2016/2017
Victor Diaz ,35,  D,184,71,20,3,1811,1,1,6,0,0.7,68.3,2.3,2,6.82,Leganes,2016/2017
David Timor ,34,  D,185,80,22,2,1874,2,1,7,1,0.7,76.2,2,1,6.79,Leganes,2016/2017
Alexander Szymanowski ,35,  AM,175,65,24,4,2040,8,2,1,0,1.5,78.2,0.2,3,6.77,Leganes,2016/2017
Martin Mantovani ,39,  D,184,78,30,1,2699,1,0,10,0,0.5,80.8,2.6,0,6.77,Leganes,2016/2017
Unai Bustinza ,32,  D,175,74,21,1,1791,0,1,10,0,0.6,73.7,1.8,0,6.75,Leganes,2016/2017
Tito ,38,  D,175,64,10,1,879,0,2,3,0,0.4,69.2,0.9,0,6.74,Leganes,2016/2017
Nabil El Zhar ,37,  M,171,66,10,4,957,1,2,1,0,1.4,72.3,0.9,0,6.68,Leganes,2016/2017
Omar Ramos ,36,  AM,175,66,11,4,975,0,2,4,0,0.9,72.1,0.3,0,6.66,Leganes,2016/2017
Erik Moran ,32,  DMC,187,74,11,1,953,0,1,7,0,0.3,77.1,0.9,0,6.56,Leganes,2016/2017
Alberto Martin ,34,  DMC,179,73,14,2,1191,0,0,5,1,0.3,83.8,1.4,0,6.54,Leganes,2016/2017
Diego Barrios ,29,  Goalkeeper,186,79,0,1,61,0,0,0,0,0,32,1,0,6.53,Leganes,2016/2017
Iago Herrerin ,36,  GK,187,88,21,0,1826,0,0,0,1,0,37,0.5,0,6.52,Leganes,2016/2017
Samu Garcia ,33,  AM,179,72,5,6,528,0,1,0,0,0.7,69.1,0.5,0,6.51,Leganes,2016/2017
Adrian Marin ,27,  D,181,73,11,2,914,0,0,3,0,0.5,70.8,1.3,0,6.5,Leganes,2016/2017
Nereo Champagne ,39,  GK,189,82,4,0,360,0,0,1,0,0,39.9,0.3,0,6.49,Leganes,2016/2017
Pablo Insua ,30,  D,187,80,20,9,1902,1,0,3,0,0.2,75.9,1.7,0,6.45,Leganes,2016/2017
Miguel Angel Guerrero ,33,  FW,182,77,25,6,2148,5,1,3,0,1.4,76.1,0.7,1,6.39,Leganes,2016/2017
Jon Serantes ,34,  GK,184,72,13,0,1110,0,0,2,0,0.1,40.3,0.2,0,6.37,Leganes,2016/2017
Luciano ,30,  AM,183,82,11,14,1171,4,2,3,0,1,76,0.5,0,6.33,Leganes,2016/2017
Darwin Machis ,31,  AM,170,68,10,17,1047,1,3,1,0,1.3,69.9,0.1,0,6.33,Leganes,2016/2017
Carl Medjani ,38,  D,184,78,7,1,595,0,0,2,0,0.4,74.3,2.8,0,6.3,Leganes,2016/2017
Bueno ,36,  AM,179,67,4,8,376,1,1,1,0,0.7,82.2,0.3,0,6.29,Leganes,2016/2017
Unai Lopez ,28,  M,170,68,12,11,1164,2,0,2,0,0.5,76.1,0.3,0,6.25,Leganes,2016/2017
Mamadou Kone ,32,  AM,176,69,1,4,170,0,0,0,0,0.6,66.7,0.2,0,6.11,Leganes,2016/2017
Lluis Sastre ,37,  DMC,174,71,1,0,90,0,0,0,0,0,91.2,0,0,5.94,Leganes,2016/2017
Alberto Brignoli ,32,  GK,188,79,0,1,61,0,0,0,0,0,55,0,0,5.74,Leganes,2016/2017
Douglas ,33,  D,171,70,20,1,1719,3,0,6,0,0.7,74.3,0.9,0,6.92,Sporting Gijon,2016/2017
Sergio Alvarez ,32,  D,183,74,34,2,3007,2,1,9,0,0.4,79.1,1.9,1,6.88,Sporting Gijon,2016/2017
Mikel Vesga ,30,  DMC,191,83,16,1,1410,1,1,6,0,0.6,75.8,2.1,1,6.85,Sporting Gijon,2016/2017
Carlos Carmona ,36,  AM,177,71,21,4,1866,8,2,5,0,1.4,69.7,1.5,1,6.84,Sporting Gijon,2016/2017
Burgui ,30,  AM,184,75,21,11,2000,2,4,6,0,1.6,71.8,0.4,2,6.75,Sporting Gijon,2016/2017
Moi Gomez ,29,  M,176,71,24,2,1878,2,5,5,0,0.8,81.5,0.2,0,6.7,Sporting Gijon,2016/2017
Jean,0,  D,181,91,20,2,1715,1,1,2,0,0.4,79.6,1.8,1,6.66,Sporting Gijon,2016/2017
Ivan Cuellar ,39,  GK,187,76,36,0,3240,0,0,5,0,0,48.4,0.5,3,6.66,Sporting Gijon,2016/2017
Fernando Amorebieta ,38,  D,192,85,26,1,2221,0,1,17,0,0.3,68.1,2.6,0,6.65,Sporting Gijon,2016/2017
Roberto Canella ,36,  D,179,76,20,0,1755,2,1,4,0,0.6,72.4,1,0,6.65,Sporting Gijon,2016/2017
Duje Cop ,34,  AM,184,72,28,4,2282,9,3,7,0,2.1,62.4,1.8,1,6.63,Sporting Gijon,2016/2017
Jorge Mere ,26,  D,182,77,31,0,2774,0,0,7,1,0.3,82.4,1.1,1,6.62,Sporting Gijon,2016/2017
Lacina Emeghara Traore ,33,  FW,203,87,5,3,464,2,0,2,0,2.5,48.6,2.9,0,6.54,Sporting Gijon,2016/2017
Lillo ,34,  D,176,71,24,1,2137,0,0,6,1,0.2,71.6,2,0,6.5,Sporting Gijon,2016/2017
Victor Rodriguez ,34,  AM,170,70,15,10,1381,2,1,1,0,1.1,75.8,0.2,0,6.46,Sporting Gijon,2016/2017
Rachid Ait,0,  DMC,190,78,6,2,494,0,0,3,0,0.6,83.2,0.6,0,6.45,Sporting Gijon,2016/2017
Nacho Cases ,36,  M,175,66,17,5,1473,2,1,6,0,0.5,82.2,0.4,0,6.4,Sporting Gijon,2016/2017
Diego Marino ,33,  GK,187,75,3,0,181,0,0,0,1,0,50,0,0,6.39,Sporting Gijon,2016/2017
Elderson Echiejile ,36,  D,184,76,2,1,197,1,0,0,0,0.7,67.3,0.3,0,6.33,Sporting Gijon,2016/2017
Borja Viguera ,36,  AM,184,74,6,10,742,1,1,2,0,0.7,66.2,1.3,0,6.33,Sporting Gijon,2016/2017
Isma Lopez ,34,  D,180,74,19,8,1728,0,3,5,0,0.4,67.7,0.2,0,6.31,Sporting Gijon,2016/2017
Xavi Torres ,37,  M,182,76,8,9,858,0,0,6,0,0.3,76.2,1,0,6.27,Sporting Gijon,2016/2017
Akram Afif ,27,  Forward,176,70,2,7,231,0,0,2,0,0.1,77.3,0.3,0,6.26,Sporting Gijon,2016/2017
Carlos Castro ,28,  FW,177,68,10,15,1018,4,1,1,0,0.6,77.1,0.4,0,6.25,Sporting Gijon,2016/2017
Juan Rodriguez ,28,  Defender,184,81,2,2,230,0,0,1,0,0,69.5,0.8,0,6.16,Sporting Gijon,2016/2017
Alberto Lora ,36,  D,164,68,4,3,376,0,0,0,1,0.4,67.5,0.7,0,6.1,Sporting Gijon,2016/2017
Daniel Ndi ,28,  AM,178,76,1,5,149,0,0,0,0,0.5,76,0.5,0,6.1,Sporting Gijon,2016/2017
Pablo Fernandez ,27,  Forward,192,85,0,2,20,0,0,0,0,0.5,57.1,0,0,6.07,Sporting Gijon,2016/2017
Ruben Sanchez ,29,  Forward,0,0,0,2,40,0,0,0,0,1,35.3,2,0,6.03,Sporting Gijon,2016/2017
Jhon Mondragon ,29,  Defender,180,72,4,1,429,2,0,0,0,0.8,72,2.4,1,6.99,Osasuna,2016/2017
Alex Berenguer ,28,  D,175,73,22,7,2119,1,6,3,0,0.6,65.8,0.9,4,6.89,Osasuna,2016/2017
Roberto Torres ,35,  AM,178,72,26,6,2312,7,3,7,0,2,68.4,0.4,0,6.72,Osasuna,2016/2017
Oriol Riera ,37,  FW,184,78,18,4,1469,4,1,3,0,1.7,63.1,3.5,0,6.69,Osasuna,2016/2017
Didier Digard ,37,  M,183,76,3,0,194,0,0,1,0,0.3,67.1,3,0,6.68,Osasuna,2016/2017
Imanol Garcia ,28,  M,182,75,6,2,527,0,0,1,0,0.6,70.9,2.5,0,6.67,Osasuna,2016/2017
Oier Sanjurjo ,37,  D,178,72,36,0,3150,0,2,11,1,0.2,69.4,1.5,0,6.67,Osasuna,2016/2017
David Garcia ,30,  D,185,72,23,2,2191,1,0,8,0,0.4,68.6,2.2,0,6.64,Osasuna,2016/2017
Unai Garcia ,32,  D,186,81,20,2,1870,0,0,4,0,0.4,68.7,2,0,6.61,Osasuna,2016/2017
Carlos Clerc ,32,  D,182,72,22,3,1948,1,0,2,0,0.3,66.9,0.6,0,6.61,Osasuna,2016/2017
Mario Fernandez ,35,  GK,184,74,7,0,586,0,0,3,0,0,44.7,0.3,0,6.61,Osasuna,2016/2017
Jaime Romero ,33,  M,177,74,8,11,897,0,4,1,0,0.8,72.7,1.5,1,6.58,Osasuna,2016/2017
Kenan Kodro ,30,  FW,190,80,17,11,1467,7,1,4,0,1.4,74.9,2.6,1,6.52,Osasuna,2016/2017
Miguel De las Cuevas ,37,  M,175,69,20,8,1797,0,1,3,0,0.8,80.9,0.6,0,6.51,Osasuna,2016/2017
Sergio Leon ,35,  FW,178,73,27,6,2402,10,0,4,0,2.2,69.6,0.7,1,6.48,Osasuna,2016/2017
Fausto Tienza ,34,  M,183,78,16,3,1232,0,0,8,0,0.4,72.7,0.5,0,6.47,Osasuna,2016/2017
Aitor Bunuel ,26,  D,173,70,10,5,1029,0,0,3,0,0.4,67.8,0.3,0,6.46,Osasuna,2016/2017
Raoul Loe ,35,  M,192,83,6,1,569,0,0,2,0,0.6,77.2,0.7,0,6.44,Osasuna,2016/2017
Miguel Flano ,39,  D,177,70,12,0,1036,1,0,3,0,0.5,76.6,1,0,6.42,Osasuna,2016/2017
Goran Causic ,31,  M,178,67,22,4,2007,1,2,4,0,0.5,81.2,1.1,0,6.4,Osasuna,2016/2017
Nikola Vujadinovic ,37,  D,190,82,10,0,789,0,0,0,0,0.5,72.1,2.2,0,6.4,Osasuna,2016/2017
Fran Merida ,34,  AM,177,74,9,6,811,1,0,5,0,1.1,75.1,0.1,0,6.37,Osasuna,2016/2017
Salvatore Sirigu ,37,  GK,192,80,18,0,1620,0,0,1,0,0,48.4,0.3,0,6.36,Osasuna,2016/2017
Javier Flano ,39,  Defender,177,68,2,2,130,0,0,0,0,0.3,63.6,1,0,6.36,Osasuna,2016/2017
Fuentes ,34,  D,177,72,16,1,1287,0,1,5,0,0.1,76.5,1.6,0,6.35,Osasuna,2016/2017
Miguel Olavide ,28,  Forward,179,70,4,10,490,1,0,3,0,0.3,78.1,0.1,0,6.25,Osasuna,2016/2017
Javi alamo ,35,  Forward,190,84,0,2,11,0,0,0,0,0.5,0,0.5,0,6.25,Osasuna,2016/2017
Alvaro Fernandez ,25,  GK,185,75,0,1,45,0,0,0,0,0,50,0,0,6.2,Osasuna,2016/2017
Cayetano Bonnin ,33,  D,186,76,9,2,736,0,1,1,1,0,66,1.6,0,6.19,Osasuna,2016/2017
Luis Perea ,26,  Midfielder,192,80,0,1,19,0,0,0,0,0,50,0,0,6.15,Osasuna,2016/2017
Emmanuel Rivière ,34,  FW,182,76,8,7,801,0,1,3,1,1.1,69.6,1.9,0,6.12,Osasuna,2016/2017
Nauzet Perez ,39,  GK,190,87,13,0,1170,0,0,1,0,0,40.6,0.2,0,6.11,Osasuna,2016/2017
Antonio Otegui ,26,  Midfielder,174,67,0,3,44,0,0,0,0,0,63.6,0.3,0,6.02,Osasuna,2016/2017
Ivan Marquez ,29,  D,191,82,4,0,360,0,1,4,0,0,70.1,1.3,0,5.89,Osasuna,2016/2017
Kike Barja ,26,  AM,178,69,0,1,16,0,0,0,0,0,40,0,0,5.87,Osasuna,2016/2017
Pervis Estupinan ,26,  D,175,73,2,0,180,0,0,1,0,0.5,81.3,0.5,0,6.93,Granada,2016/2017
Mehdi Carcela,0,  AM,175,68,20,2,1753,5,1,6,0,1.4,77.8,0.5,1,6.87,Granada,2016/2017
Andreas Pereira ,28,  M,178,71,34,1,2830,5,3,10,1,2.1,76.1,0.7,2,6.81,Granada,2016/2017
Adrian Ramos ,38,  FW,184,78,13,1,1131,4,1,4,0,1.6,69,3.5,1,6.8,Granada,2016/2017
Matthieu Saunier ,34,  D,182,76,16,0,1309,0,1,4,0,0,80.3,0.7,0,6.7,Granada,2016/2017
Guillermo Ochoa ,38,  GK,190,85,38,0,3420,0,0,2,0,0,54.9,0.2,3,6.68,Granada,2016/2017
Sverrir Ingason ,30,  D,188,84,17,0,1473,1,0,7,0,0.3,80.8,2.2,0,6.67,Granada,2016/2017
Mubarak Wakaso ,33,  M,171,66,10,1,870,1,1,6,1,1.5,80.4,0.5,1,6.65,Granada,2016/2017
Uche Agbo ,28,  D,186,80,28,3,2385,0,0,12,2,0.4,85.3,1.5,1,6.56,Granada,2016/2017
Hector Hernandez ,32,  D,171,69,11,2,913,0,2,2,0,0.2,80.5,0.5,0,6.54,Granada,2016/2017
Isaac Cuenca ,32,  D,179,68,18,7,1741,2,0,4,0,0.7,79.7,0.2,0,6.5,Granada,2016/2017
Jeremie Boga ,27,  AM,172,68,14,12,1457,2,1,0,0,1.1,84.5,0.2,1,6.49,Granada,2016/2017
Gabriel Silva ,32,  D,179,75,11,1,977,0,0,3,0,0.1,73.8,0.8,0,6.48,Granada,2016/2017
Tito ,38,  D,175,64,11,1,999,0,1,1,0,0.3,67.8,0.8,0,6.48,Granada,2016/2017
Dimitri Foulquier ,30,  D,183,72,21,1,1870,0,2,5,0,0.1,77.2,0.3,0,6.48,Granada,2016/2017
Gaston Silva ,30,  D,185,74,19,3,1749,0,0,6,0,0.3,74.1,1.3,0,6.46,Granada,2016/2017
Ruben Vezo ,29,  D,182,80,17,1,1488,0,0,2,1,0.4,75.8,1.6,0,6.45,Granada,2016/2017
Entrena ,27,  Forward,0,0,1,2,102,0,0,0,0,2,81,0,0,6.44,Granada,2016/2017
Victorien Angban ,27,  M,180,75,8,2,686,0,0,4,0,0.2,88.5,0.8,0,6.44,Granada,2016/2017
Rene Krhin ,33,  DMC,189,80,11,1,938,0,0,0,0,0.2,85.4,2.4,0,6.44,Granada,2016/2017
David Barral ,40,  FW,183,78,2,6,310,0,1,1,0,1.3,69.4,1.5,1,6.41,Granada,2016/2017
David Lomban ,36,  D,185,79,20,1,1841,2,0,6,0,0.5,79.2,1.2,0,6.38,Granada,2016/2017
Artem Kravets ,34,  FW,189,78,16,10,1380,5,2,2,0,1.5,73.1,1.1,0,6.36,Granada,2016/2017
Jon Toral ,29,  AM,184,72,4,1,269,0,0,2,0,0,84.3,0.8,0,6.35,Granada,2016/2017
Bueno ,36,  AM,179,67,5,8,560,1,2,0,0,0.8,73.9,0.1,0,6.35,Granada,2016/2017
Martin Hongla ,26,  D,182,77,8,2,794,0,0,2,0,0.5,81.4,0.8,0,6.33,Granada,2016/2017
Javi Marquez ,37,  M,174,71,4,3,398,0,0,2,0,1.6,78.1,0.6,0,6.32,Granada,2016/2017
Luis Martins ,31,  D,177,67,1,1,73,0,0,0,0,0,72,0,0,6.3,Granada,2016/2017
Sergi Samper ,29,  DMC,182,73,13,9,1269,0,1,6,0,0.3,81.3,0.8,0,6.26,Granada,2016/2017
Aly Malle ,25,  Forward,176,72,6,5,506,0,0,2,0,0.5,65.2,0.3,0,6.2,Granada,2016/2017
Ezequiel Ponce ,26,  AM,180,80,10,15,1129,2,0,4,1,1.5,67.7,1.8,0,6.18,Granada,2016/2017
Franck Tabanou ,35,  D,178,77,6,0,370,0,0,3,0,0.3,77,1.5,0,6.16,Granada,2016/2017
Omer Atzili ,30,  Forward,177,0,3,6,316,0,0,0,0,0.1,64.5,0.2,0,6.13,Granada,2016/2017
Jean Carlos ,27,  Midfielder,185,76,0,1,29,0,0,0,0,1,75,0,0,6.12,Granada,2016/2017
Panagiotis Kone ,36,  M,184,79,0,2,42,0,0,0,0,0,80,0,0,6.08,Granada,2016/2017
Lionel Messi ,36,  AM,170,72,32,4,2997,34,12,3,0,5.5,81.2,0.2,22,8.68,Barcelona,2017/2018
Luis Suarez ,37,  AM,182,72,32,1,2902,25,12,9,0,3.7,76.9,0.4,5,7.72,Barcelona,2017/2018
Philippe Coutinho ,31,  M,172,68,16,2,1304,8,5,1,0,2.1,86.9,0.3,2,7.66,Barcelona,2017/2018
Jasper Cillessen ,34,  GK,185,83,1,0,90,0,0,0,0,0,76.9,0,0,7.41,Barcelona,2017/2018
Sergio Busquets ,35,  DMC,189,74,30,1,2600,1,4,8,0,0.2,90.5,1.6,0,7.25,Barcelona,2017/2018
Jordi Alba ,34,  D,170,68,30,3,2745,2,8,8,0,0.5,86.8,0.5,2,7.22,Barcelona,2017/2018
Sergi Roberto ,32,  D,178,68,24,6,2231,1,7,3,2,0.3,90.7,0.5,0,7.21,Barcelona,2017/2018
Javier Mascherano ,39,  D,174,73,6,1,541,0,0,0,0,0,91.6,0,0,7.18,Barcelona,2017/2018
Gerard Pique ,37,  D,194,85,29,1,2633,2,0,9,0,0.6,89.4,2.2,0,7.16,Barcelona,2017/2018
Ousmane Dembele ,26,  AM,178,67,12,5,931,3,6,2,0,1.2,82,0.1,2,7.15,Barcelona,2017/2018
Ivan Rakitic ,36,  M,184,78,31,4,2839,1,5,4,0,0.8,90.3,0.7,0,7.12,Barcelona,2017/2018
Samuel Umtiti ,30,  D,182,75,24,1,2189,1,0,7,0,0.4,91.2,1.9,0,7.03,Barcelona,2017/2018
Andres Iniesta ,39,  M,171,68,25,5,1843,1,2,1,0,0.5,88.2,0.1,0,6.91,Barcelona,2017/2018
Marc-Andre ter Stegen,31,  GK,187,85,37,0,3330,0,0,0,0,0,79.5,0.1,0,6.9,Barcelona,2017/2018
Yerry Mina ,29,  D,195,94,4,1,370,0,1,2,0,0.6,92.6,2.2,0,6.89,Barcelona,2017/2018
Paulinho ,35,  M,180,83,21,13,1941,9,2,2,0,1.3,87.8,0.9,0,6.87,Barcelona,2017/2018
Gerard Deulofeu ,30,  AM,177,73,5,5,503,1,1,1,0,0.8,81.1,0.2,0,6.8,Barcelona,2017/2018
Thomas Vermaelen ,38,  D,183,80,12,2,1018,0,1,3,0,0.2,93.3,1.4,0,6.73,Barcelona,2017/2018
Nelson Semedo ,30,  D,177,69,17,7,1495,0,0,1,0,0.1,87.9,0.3,0,6.73,Barcelona,2017/2018
Lucas Digne ,30,  D,178,74,8,4,702,0,2,2,0,0.2,87.9,0.8,0,6.72,Barcelona,2017/2018
Denis Suarez ,30,  M,176,69,4,14,585,2,2,1,0,0.7,84.6,0.1,0,6.66,Barcelona,2017/2018
Paco Alcacer ,30,  AM,175,72,8,9,695,4,3,0,0,0.9,82.1,0.4,0,6.62,Barcelona,2017/2018
Andre Gomes ,30,  M,188,84,6,10,629,0,0,1,0,0.4,89.2,0.9,0,6.39,Barcelona,2017/2018
Aleix Vidal ,34,  D,177,70,4,11,455,1,1,0,0,0.5,78,0.2,0,6.36,Barcelona,2017/2018
Jose Arnaiz ,28,  AM,175,70,0,1,5,0,0,0,0,0,75,0,0,6.21,Barcelona,2017/2018
Filipe Luis ,38,  D,181,77,19,1,1660,1,2,4,0,0.3,83.4,0.9,2,7.45,Atletico Madrid,2017/2018
Saul Niguez,29,  D,184,76,35,1,3157,2,3,9,0,1.5,82.4,2.1,2,7.4,Atletico Madrid,2017/2018
Antoine Griezmann ,32,  AM,176,73,30,2,2530,19,9,7,1,2.3,77.6,0.8,8,7.38,Atletico Madrid,2017/2018
