ID,Player,Nationality,Country
1223,J.Puado,ESP,Spain
1224,J.Pulido,ESP,Spain
1225,J.Radosevic,CRO,Croatia
1226,J.Raitala,FIN,Finland
1227,J.Ramalho,ESP,Spain
1228,J.Robles,ESP,Spain
1229,J.Roca,ESP,Spain
1230,J.Rodriguez,ESP,Spain
1231,J.Rodriguez,ESP,Spain
1232,J.Rodriguez ,COL,Colombia
1233,J.Rodriguez  ,URY,Uruguay
1234,J.Roman,ESP,Spain
1235,J.Romero,ESP,Spain
1236,J.Ros,ESP,Spain
1237,J.Rueda,ESP,Spain
1238,J.Saenz,ESP,Spain
1239,J.Samperio,ESP,Spain
1240,J.Sanchez,ESP,Spain
1241,J.Sanchez Mino,ARG,Argentina
1242,J.Santiago,ESP,Spain
1243,J.Sarpong,NLD,Netherlands
1244,J.Sastre,ESP,Spain
1245,J.Saviola,ARG,Argentina
1246,J.Sene,ESP,Spain
1247,J.Seoane,ESP,Spain
1248,J.Serantes,ESP,Spain
1249,J.Serrano,ESP,Spain
1250,J.Sierra,ESP,Spain
1251,J.Silva,ARG,Argentina
1252,J.Soriano,ESP,Spain
1253,J.Sosa,ARG,Argentina
1254,J.Steven,COL,Colombia
1255,J.Strand Larsen,NOR,Norway
1256,J.Suarez,VEN,Venezuela
1257,J.Tomas,ESP,Spain
1258,J.Toral,ESP,Spain
1259,J.Toulalan,FRA,France
1260,J.Valencia,ECU,Ecuador
1261,J.Valera,ESP,Spain
1262,J.Vallejo,ESP,Spain
1263,J.Varas,ESP,Spain
1264,J.Vargas,PER,Peru
1265,J.Vazquez,ESP,Spain
1266,J.Venta,ESP,Spain
1267,J.Verdu,ESP,Spain
1268,J.Victor,BRA,Brazil
1269,J.Viera,ESP,Spain
1270,J.Vila,ESP,Spain
1271,J.Villar,ESP,Spain
1272,J.Xumetra,ESP,Spain
1273,J.Zaldua,ESP,Spain
1274,J.Zongo,BFA,Burkina Faso
1275,Jacobo,ESP,Spain
1276,Jaime,ESP,Spain
1277,Jason,ESP,Spain
1278,Jean,MTQ,Martinique
1279,Jese,ESP,Spain
1280,Jesus,ESP,Spain
1281,Joaquin,ESP,Spain
1282,Jofre,ESP,Spain
1283,Jonas,BRA,Brazil
1284,Jonathas,BRA,Brazil
1285,Jony,ESP,Spain
1286,Jordi,ESP,Spain
1287,Josan,ESP,Spain
1288,Joselu,ESP,Spain
1289,Josema,ESP,Spain
1290,Jota,ESP,Spain
1291,Jota ,PRT,Portugal
1292,Jozabed,ESP,Spain
1293,Juanfran,ESP,Spain
1294,Juankar,ESP,Spain
1295,Juanlu,ESP,Spain
1296,Juanma,ESP,Spain
1297,Juanmi,ESP,Spain
1298,Juanpe,ESP,Spain
1299,Juanpi,VEN,Venezuela
1300,Jutgla,ESP,Spain
1301,K.Arrizabalaga,ESP,Spain
1302,K.Babacar,SEN,Senegal
1303,K.Bakircioglu,SWE,Sweden
1304,K.Bare,ALB,Albania
1305,K.Barja,ESP,Spain
1306,K.Benzema,FRA,France
1307,K.Casilla,ESP,Spain
1308,K.Dolberg,DEN,Denmark
1309,K.Femenia,ESP,Spain
1310,K.Fobi,GHA,Ghana
1311,K.Gameiro,FRA,France
1312,K.Hermoso,ESP,Spain
1313,K.Kodro,BIH,Bosnia and Herzegovina
1314,K.Koindredi,FRA,France
1315,K.Navas,CRC,Costa Rica
1316,K.Nwakali,NGA,Nigeria
1317,K.Olivas,ESP,Spain
1318,K.Omeruo,NGA,Nigeria
1319,K.P.Boateng,GHA,Ghana
1320,K.Perez,ESP,Spain
1321,K.Rekik,NLD,Netherlands
1322,K.Rodrigues,PRT,Portugal
1323,K.Salas,ESP,Spain
1324,K.Soni,CMR,Cameroon
1325,K.Toko-Ekambi,CMR,Cameroon
1326,K.Trippier,ENG,England
1327,K.Uche,NGA,Nigeria
1328,K.Vazquez,ESP,Spain
1329,K.Vegas,ESP,Spain
1330,K.Yoda,FRA,France
1331,Kaiky,BRA,Brazil
1332,Kaka,BRA,Brazil
1333,Keko,ESP,Spain
1334,Kenedy,BRA,Brazil
1335,Kevin,ESP,Spain
1336,Ki Sung,KOR,Sounth Korea
1337,Kike,ESP,Spain
1338,Kiu,KOR,Sounth Korea
1339,Koffi,GHA,Ghana
1340,Koke,ESP,Spain
1341,Kuki,ESP,Spain
1342,L.A.Perea,COL,Colombia
1343,L.Abram,PER,Peru
1344,L.Acosta,ARG,Argentina
1345,L.Advincula,PER,Peru
1346,L.Agbenyenu,GHA,Ghana
1347,L.Alberto,ESP,Spain
1348,L.Augustinsson,SWE,Sweden
1349,L.Bade,FRA,France
1350,L.Bangoura,GUI,Guinea
1351,L.Baptistao,BRA,Brazil
1352,L.Blanco,ARG,Argentina
1353,L.Boye,ARG,Argentina
1354,L.Cabrera,URY,Uruguay
1355,L.Cadamuro,ALG,Algeria
1356,L.Carole,FRA,France
1357,L.Chichizola,ARG,Argentina
1358,L.Damiao,BRA,Brazil
1359,L.De Jong,NLD,Netherlands
1360,L.de la Torre,USA,United States of America
1361,L.Diarra,FRA,France
1362,L.Digne,FRA,France
1363,L.Dimata,BEL,Belgium
1364,L.Farina,ARG,Argentina
1365,L.Fejsa,SRB,Serbia
1366,L.Felipe,ITA,Italy
1367,L.Franco,ARG,Argentina
1368,L.Galeano,ARG,Argentina
1369,L.Garai,ESP,Spain
1370,L.Garcia,ESP,Spain
1371,L.Henrique,BRA,Brazil
1372,L.Hernandez,FRA,France
1373,L.Hernandez,ESP,Spain
1374,L.J.Suarez,COL,Colombia
1375,L.Jovic,SRB,Serbia
1376,L.Junior,CIV,Ivory Coast
1377,L.Koleosho,ITA,Italy
1378,L.Koutris,GRE,Greece
1379,L.Lopez,ARG,Argentina
1380,L.Lopez,ESP,Spain
1381,L.Madinda,GAB,Gabon
1382,L.Magallan,ARG,Argentina
1383,L.Martins,PRT,Portugal
1384,L.Maximiano,PRT,Portugal
1385,L.Messi,ARG,Argentina
1386,L.Milla,ESP,Spain
1387,L.Modric,CRO,Croatia
1388,L.Moran,ESP,Spain
1389,L.Moron,ESP,Spain
1390,L.Munoz,ESP,Spain
1391,L.Muriel,COL,Colombia
1392,L.Ocampos,ARG,Argentina
1393,L.Olaza,URY,Uruguay
1394,L.Oliveira Rosa,BRA,Brazil
1395,L.Orban,ARG,Argentina
1396,L.Perea,ESP,Spain
1397,L.Perez,ESP,Spain
1398,L.Perez,ESP,Spain
1399,L.Piazon,BRA,Brazil
1400,L.Ponzio,ARG,Argentina
1401,L.Ramazani,BEL,Belgium
1402,L.Recasens,ESP,Spain
1403,L.Remy,FRA,France
1404,L.Reyes,CHL,Chile
1405,L.Rioja,ESP,Spain
1406,L.Robertone,ARG,Argentina
1407,L.Roman,ESP,Spain
1408,L.Romero,ARG,Argentina
1409,L.Sangalli,ESP,Spain
1410,L.Sastre,ESP,Spain
1411,L.Silva,BRA,Brazil
1412,L.Suarez,ARG,Argentina
1413,L.Suarez,URY,Uruguay
1414,L.Torreira,URY,Uruguay
1415,L.Torro,ESP,Spain
1416,L.Traore,CIV,Ivory Coast
1417,L.Vazquez,ESP,Spain
1418,L.Vietto,ARG,Argentina
1419,L.Vyntra,GRE,Greece
1420,L.Wilchez,ARG,Argentina
1421,L.Yamal,ESP,Spain
1422,L.Zidane,FRA,France
1423,Larra,ESP,Spain
1424,Laure,ESP,Spain
1425,Lauti,URY,Uruguay
1426,Lazaro,BRA,Brazil
1427,Lee Kang,KOR,Sounth Korea
1428,Lica,PRT,Portugal
1429,Lillo,ESP,Spain
1430,Lolo,ESP,Spain
1431,Losada,ESP,Spain
1432,Luciano,BRA,Brazil
1433,Luisinho,PRT,Portugal
1434,Luismi,ESP,Spain
1435,Luso,ESP,Spain
1436,M.A.Guerrero,ESP,Spain
1437,M.A.Moya,ESP,Spain
1438,M.A.ter Stegen,GER,Germany
1439,M.Abu,GHA,Ghana
1440,M.Acuna,ARG,Argentina
1441,M.Agirregabiria,ESP,Spain
1442,M.Aguirregaray,URY,Uruguay
1443,M.Ali Cho,FRA,France
1444,M.Alonso,ESP,Spain
1445,M.Andre,BRA,Brazil
1446,M.Andreolli,ITA,Italy
1447,M.Angel,ESP,Spain
1448,M.Angeleri,ARG,Argentina
1449,M.Arambarri,URY,Uruguay
1450,M.Arana,ESP,Spain
1451,M.Aranburu,ESP,Spain
1452,M.Areitio,ESP,Spain
1453,M.Arezo,URY,Uruguay
1454,M.Arques,ESP,Spain
1455,M.Arruabarrena,ESP,Spain
1456,M.Asensio,ESP,Spain
1457,M.Atienza,ESP,Spain
1458,M.Baeza,ESP,Spain
1459,M.Balenziaga,ESP,Spain
1460,M.Barbosa,ARG,Argentina
1461,M.Baro,ESP,Spain
1462,M.Bartra,ESP,Spain
1463,M.Batshuayi,BEL,Belgium
1464,M.Bergara,ESP,Spain
1465,M.Bermejo,ESP,Spain
1466,M.Bertran,ESP,Spain
1467,M.Bilic,CRO,Croatia
1468,M.Braithwaite,DEN,Denmark
1469,M.Caceres,URY,Uruguay
1470,M.Carcela,MAR,Morocco
1471,M.Cardona,ESP,Spain
1472,M.Cardoso,PRT,Portugal
1473,M.Ciani,FRA,France
1474,M.Crespi,ESP,Spain
1475,M.Cucurella,ESP,Spain
1476,M.Cuero,COL,Colombia
1477,M.Cunha,BRA,Brazil
1478,M.Dabbur,ISR,Israel
1479,M.De las Cuevas,ESP,Spain
1480,M.del Moral,ESP,Spain
1481,M.Delgado,ESP,Spain
1482,M.Dembele,FRA,France
1483,M.Demichelis,ARG,Argentina
1484,M.Diakhaby,GUI,Guinea
1485,M.Diakite,FRA,France
1486,M.Diarra,MLI,Mali
1487,M.Diaz,DOM,Dominican Republic
1488,M.Diaz ,CHL,Chile
1489,M.Dituro,ARG,Argentina
1490,M.Dmitrovic,SRB,Serbia
1491,M.Doherty,IRL,Ireland
1492,M.Dominguez,ESP,Spain
1493,M.Dos Santos,ARG,Argentina
1494,M.El Haddadi,MAR,Morocco
1495,M.El Hamdaoui,MAR,Morocco
1496,M.Essien,GHA,Ghana
1497,M.Fall,SEN,Senegal
1498,M.Fatau,GHA,Ghana
1499,M.Fernandes,BRA,Brazil
1500,M.Fernandez,ESP,Spain
1501,M.Fernandez,ESP,Spain
1502,M.Flamini,FRA,France
1503,M.Flano,ESP,Spain
1504,M.Garcia,ESP,Spain
1505,M.Garcia,ARG,Argentina
1506,M.Garcia,ESP,Spain
1507,M.Garrido,ESP,Spain
1508,M.Gaspar,ESP,Spain
1509,M.Gila,ESP,Spain
1510,M.Gomez,URY,Uruguay
1511,M.Gomez,ESP,Spain
1512,M.Gonalons,FRA,France
1513,M.Gonzalez,ESP,Spain
1514,M.Gonzalez,ESP,Spain
1515,M.Gullon,ESP,Spain
1516,M.Gutierrez,ESP,Spain
1517,M.Gutierrez,ESP,Spain
1518,M.Havenaar,JPN,Japan
1519,M.Hermoso,ESP,Spain
1520,M.Hernandez,ESP,Spain
1521,M.Herrera,ESP,Spain
1522,M.Hongla,CMR,Cameroon
1523,M.Hoppe,USA,United States of America
1524,M.Hurtado,ESP,Spain
1525,M.Iturra,CHL,Chile
1526,M.Jensen,DEN,Denmark
1527,M.Kone,CIV,Ivory Coast
1528,M.KovacIc,CRO,Croatia
1529,M.Koval,UKR,Ukraine
1530,M.Kranevitter,ARG,Argentina
1531,M.Krohn-Dehli,DEN,Denmark
1532,M.Labaka,ESP,Spain
1533,M.Lacen,ALG,Algeria
1534,M.Lanzaro,ITA,Italy
1535,M.Lanzarote,ESP,Spain
1536,M.Layun,MEX,Mexico
1537,M.Lemos,URY,Uruguay
1538,M.Lestienne,BEL,Belgium
1539,M.Livaja,CRO,Croatia
1540,M.Llambrich,ESP,Spain
1541,M.Llorente,ESP,Spain
1542,M.Lopes,PRT,Portugal
1543,M.Lucena,ESP,Spain
1544,M.Malsa,MTQ,Martinique
1545,M.Mandzukic,CRO,Croatia
1546,M.Mantovani,ARG,Argentina
1547,M.Mari,ESP,Spain
1548,M.Marin,GER,Germany
1549,M.Marmol,ESP,Spain
1550,M.Mauro,ARG,Argentina
1551,M.Mbaye,SEN,Senegal
1552,M.Merino,ESP,Spain
1553,M.Merquelanz,ESP,Spain
1554,M.Miazga,USA,United States of America
1555,M.Milovanovic,SRB,Serbia
1556,M.Monteiro,PRT,Portugal
1557,M.Montoya,ESP,Spain
1558,M.Moreno,COL,Colombia
1559,M.Morlanes,ESP,Spain
1560,M.Muniesa,ESP,Spain
1561,M.Musacchio,ARG,Argentina
1562,M.Nahuel,ESP,Spain
1563,M.Nastasic,SRB,Serbia
1564,M.Navarro,ESP,Spain
1565,M.N'Diaye,SEN,Senegal
1566,M.Ndockyt,CGO,Congo
1567,M.Niang,SEN,Senegal
1568,M.Odegaard,NOR,Norway
1569,M.Ogunjimi,BEL,Belgium
1570,M.Olavide,ESP,Spain
1571,M.Olivera,URY,Uruguay
1572,M.Olunga,KEN,Kenya
1573,M.Onwu,ESP,Spain
1574,M.Osmajic,MNE,Montenegro
1575,M.Oyarzabal,ESP,Spain
1576,M.Ozil,GER,Germany
1577,M.Pablo,ESP,Spain
1578,M.Pallardo,ESP,Spain
1579,M.Parera,ESP,Spain
1580,M.Pasalic,CRO,Croatia
1581,M.Pedraza,ESP,Spain
1582,M.Pereira,FRA,France
1583,M.Petrov,BGR,Bulgaria
1584,M.Pjanic,BIH,Bosnia and Herzegovina
1585,M.Pozo,ESP,Spain
1586,M.Reina,ESP,Spain
1587,M.Rico,ESP,Spain
1588,M.Roca,ESP,Spain
1589,M.Rodriguez,ESP,Spain
1590,M.Rodriguez,ESP,Spain
1591,M.Rog,CRO,Croatia
1592,M.Ruben,ARG,Argentina
1593,M.Rubio,ESP,Spain
1594,M.Ryan,AUS,Australia
1595,M.Sadick,ESP,Spain
1596,M.Sagnan,FRA,France
1597,M.Saizar,ESP,Spain
1598,M.Salisu,GHA,Ghana
1599,M.San Jose,ESP,Spain
1600,M.Sanchez,ESP,Spain
1601,M.Sangalli,ESP,Spain
1602,M.Santos,URY,Uruguay
1603,M.Saracchi,URY,Uruguay
1604,M.Saunier,FRA,France
1605,M.Sebastian,ESP,Spain
1606,M.Senna,ESP,Spain
1607,M.Shojaei,IRN,Iran
1608,M.Silva,URY,Uruguay
1609,M.Simon,NGA,Nigeria
1610,M.Sissoko,MLI,Mali
1611,M.Steinhofer,GER,Germany
1612,M.Stevanovic,BIH,Bosnia and Herzegovina
1613,M.Suarez,ESP,Spain
1614,M.Susaeta,ESP,Spain
1615,M.Sylla,SEN,Senegal
1616,M.Tebar,ESP,Spain
1617,M.Tenas,ESP,Spain
1618,M.Topal,TUR,Turkey
1619,M.Torrejon,ESP,Spain
1620,M.Torres,ESP,Spain
1621,M.Torsiglieri,ARG,Argentina
1622,M.Trigueros,ESP,Spain
1623,M.Uzuni,ALB,Albania
1624,M.Valiente,ESP,Spain
1625,M.Valjent,SVK,Slovakia
1626,M.Vallejo,ESP,Spain
1627,M.Vargas,ARG,Argentina
1628,M.Vesga,ESP,Spain
1629,M.Villanueva,VEN,Venezuela
1630,M.Wague,SEN,Senegal
1631,M.Wober,AUT,Austria
1632,M.Zubimendi,ESP,Spain
1633,Maikel Mesa,ESP,Spain
1634,Malcom,BRA,Brazil
1635,Mane,ESP,Spain
1636,Manu,ESP,Spain
1637,Manucho,ANG,Angola
1638,Marcao,BRA,Brazil
1639,Marcelo,BRA,Brazil
1640,Marcos,ESP,Spain
1641,Mariano,BRA,Brazil
1642,Mario,ESP,Spain
1643,Marlon,BRA,Brazil
1644,Martin,ESP,Spain
1645,Marvin,ESP,Spain
1646,Maxwell,BRA,Brazil
1647,Mcdonald Mariga,KEN,Kenya
1648,Memphis,NLD,Netherlands
1649,Michel,ESP,Spain
1650,Michel,BRA,Brazil
1651,Michu,ESP,Spain
1652,Miguel,ESP,Spain
1653,Miku,VEN,Venezuela
1654,Miranda,BRA,Brazil
1655,Mode,ESP,Spain
1656,Momo,ESP,Spain
1657,Monchu,ESP,Spain
1658,N.Aleman,ESP,Spain
1659,N.Amrabat,MAR,Morocco
1660,N.Araujo,MEX,Mexico
1661,N.Bille Nielsen,DEN,Denmark
1662,N.Cases,ESP,Spain
1663,N.Castillo,MEX,Mexico
1664,N.Champagne,ARG,Argentina
1665,N.Diaz,ESP,Spain
1666,N.Djouahra,FRA,France
1667,N.El Zhar,MAR,Morocco
1668,N.Fekir,FRA,France
1669,N.Fernandez Mercau,ARG,Argentina
1670,N.Gaitan,ARG,Argentina
1671,N.Ghilas,ALG,Algeria
1672,N.Gil,ESP,Spain
1673,N.Gonzalez,ESP,Spain
1674,N.Gudelj,SRB,Serbia
1675,N.Igiebor,NGA,Nigeria
1676,N.Insa,MYS,Malaysia
1677,N.Iosifov,RUS,Russia
1678,N.Jackson,SEN,Senegal
1679,N.Kalinic,CRO,Croatia
1680,N.Karabelas,GRE,Greece
1681,N.Krsticic,SRB,Serbia
1682,N.Lopez,URY,Uruguay
1683,N.Maksimovic,SRB,Serbia
1684,N.Maras,SRB,Serbia
1685,N.Marcos,PRT,Portugal
1686,N.Molina,ARG,Argentina
1687,N.Monreal,ESP,Spain
1688,N.Monsalve,ESP,Spain
1689,N.Novo,ESP,Spain
1690,N.Oliveira,PRT,Portugal
1691,N.Otamendi,ARG,Argentina
1692,N.Pamarot,FRA,France
1693,N.Pareja,ARG,Argentina
1694,N.Perez,ESP,Spain
1695,N.Perez,ARG,Argentina
1696,N.Petrovic,SRB,Serbia
1697,N.Radoja,SRB,Serbia
1698,N.Ribaudo,ESP,Spain
1699,N.Sahin,TUR,Turkey
1700,N.Sansone,ITA,Italy
1701,N.Semedo,PRT,Portugal
1702,N.Serrano,ESP,Spain
1703,N.Susaeta,ESP,Spain
1704,N.Tenaglia,ARG,Argentina
1705,N.Touaizi,MAR,Morocco
1706,N.Valdez,PAR,Paraguay
1707,N.Vidal,ESP,Spain
1708,N.Vujadinovic,MNE,Montenegro
1709,N.Vukcevic,MNE,Montenegro
1710,N.Williams,ESP,Spain
1711,Nacho,ESP,Spain
1712,Nagore,ESP,Spain
1713,Naldo,BRA,Brazil
1714,Nani,PRT,Portugal
1715,Nano,ESP,Spain
1716,Naranjo,ESP,Spain
1717,Neto,BRA,Brazil
1718,Neymar,BRA,Brazil
1719,Nieto,ESP,Spain
1720,Nili,ESP,Spain
1721,Nilmar,BRA,Brazil
1722,Nino,ESP,Spain
1723,Nolito,ESP,Spain
1724,Nono,ESP,Spain
1725,O.Alderete,PAR,Paraguay
1726,O.Atzili,ISR,Israel
1727,O.Burke,SCO,Scotland
1728,O.Clemente,ESP,Spain
1729,O.De Marcos,ESP,Spain
1730,O.Dembele,FRA,France
1731,O.Diaz,ESP,Spain
1732,O.Duarte,CRC,Costa Rica
1733,O.El Hilali,MAR,Morocco
1734,O.Etebo,NGA,Nigeria
1735,O.Faraj,SWE,Sweden
1736,O.Gil,ESP,Spain
1737,O.Idrissi,MAR,Morocco
1738,O.Ighalo,NGA,Nigeria
1739,O.John,NLD,Netherlands
1740,O.Karnezis,GRE,Greece
1741,O.Kayode,NGA,Nigeria
1742,O.Martins,NGA,Nigeria
1743,O.Mascarell,ESP,Spain
1744,O.Melendo,ESP,Spain
1745,O.Mfulu,COD,Congo Democratic Republic
1746,O.Mingueza,ESP,Spain
1747,O.Olazabal,ESP,Spain
1748,O.Onyewu,USA,United States of America
1749,O.Pinchi,ESP,Spain
1750,O.Pineda,MEX,Mexico
1751,O.Plano,ESP,Spain
1752,O.Ramos,ESP,Spain
1753,O.Rey,ESP,Spain
1754,O.Riera,ESP,Spain
1755,O.Rodriguez,ESP,Spain
1756,O.Romero,PAR,Paraguay
1757,O.Romeu,ESP,Spain
1758,O.Sancet,ESP,Spain
1759,O.Sanjurjo,ESP,Spain
1760,O.Serrano,ESP,Spain
1761,O.Tannane,MAR,Morocco
1762,O.Torres,ESP,Spain
1763,O.Trejo,ARG,Argentina
1764,O.Urena,ESP,Spain
1765,O.Valentin,ESP,Spain
1766,O.Vranjes,BIH,Bosnia and Herzegovina
1767,O.Yakovenko,UKR,Ukraine
1768,O.Yokuslu,TUR,Turkey
1769,O.Zarraga,ESP,Spain
1770,Olasagasti,ESP,Spain
1771,Oscar,ESP,Spain
1772,Osmar,ESP,Spain
1773,P.Akouokou,CIV,Ivory Coast
1774,P.Alcacer,ESP,Spain
1775,P.Alcala,ESP,Spain
1776,P.Alcolea,ESP,Spain
1777,P.Alvarez,ARG,Argentina
1778,P.Assuncao,BRA,Brazil
1779,P.Barrera,MEX,Mexico
1780,P.Barrios,ESP,Spain
1781,P.Baysse,FRA,France
1782,P.Benito,ESP,Spain
1783,P.Bigas,ESP,Spain
1784,P.Botelho,BRA,Brazil
1785,P.Caceres,URY,Uruguay
1786,P.Cendros,ESP,Spain
1787,P.Chavarria,ARG,Argentina
1788,P.Chavarria,ESP,Spain
1789,P.Cheikh,SEN,Senegal
1790,P.Ciss,SEN,Senegal
1791,P.Claveria,ESP,Spain
1792,P.Coutinho,BRA,Brazil
1793,P.Cutrone,ITA,Italy
1794,P.Da Silva,PAR,Paraguay
1795,P.De Blasis,ARG,Argentina
1796,P.Diakhate,SEN,Senegal
1797,P.Diop,SEN,Senegal
1798,P.Duran,ESP,Spain
1799,P.E.Aubameyang,GAB,Gabon
1800,P.Ebert,GER,Germany
1801,P.Ekeng,CMR,Cameroon
1802,P.Estupinan,ECU,Ecuador
1803,P.Fernandez,ESP,Spain
1804,P.Fornals,ESP,Spain
1805,P.Gazzaniga,ARG,Argentina
1806,P.Geromel,BRA,Brazil
1807,P.Gomez,ARG,Argentina
1808,P.Gonzalez,DOM,Dominican Republic
1809,P.Gueye,SEN,Senegal
1810,P.Hernandez,ESP,Spain
1811,P.Hernandez ,CHL,Chile
1812,P.Hervias,ESP,Spain
1813,P.Ibanez,ESP,Spain
1814,P.Iniguez,ESP,Spain
1815,P.Insua,ESP,Spain
1816,P.Kone,GRE,Greece
1817,P.Leon,ESP,Spain
1818,P.Lirola,ESP,Spain
1819,P.Lopez,ESP,Spain
1820,P.Lopez,ESP,Spain
1821,P.Lopez Munoz,ESP,Spain
1822,P.Lozano,ESP,Spain
1823,P.M.Diamanka,SEN,Senegal
1824,P.Maffeo,ESP,Spain
1825,P.Mari,ESP,Spain
1826,P.Marin,ESP,Spain
1827,P.Martin,ESP,Spain
1828,P.Martinez,ESP,Spain
1829,P.Milla,ESP,Spain
1830,P.Montanes,ESP,Spain
1831,P.Morales,CHL,Chile
1832,P.Mosquera,ESP,Spain
1833,P.Munitis,ESP,Spain
1834,P.Munoz,ESP,Spain
1835,P.Nolaskoain,ESP,Spain
1836,P.Oliveira,PRT,Portugal
1837,P.Orfila,ESP,Spain
1838,P.Ortiz,ESP,Spain
1839,P.Perez,ARG,Argentina
1840,P.Perez,ESP,Spain
1841,P.Piatti,ARG,Argentina
1842,P.Pons,ESP,Spain
1843,P.Porro,ESP,Spain
1844,P.Quaye,GHA,Ghana
1845,P.Rajkovic,SRB,Serbia
1846,P.Reina,ESP,Spain
1847,P.Rios,ESP,Spain
1848,P.Roberts,ENG,England
1849,P.Sanchez,ESP,Spain
1850,P.Sarabia,ESP,Spain
1851,P.Senderos,SUI,Switzerland
1852,P.Seung,KOR,Sounth Korea
1853,P.Sisto,DEN,Denmark
1854,P.Torre,ESP,Spain
1855,P.Torres,ESP,Spain
1856,P.Trochowski,GER,Germany
1857,P.Twumasi,GHA,Ghana
1858,P.Tyton,POL,Poland
1859,Park Chu-Young,KOR,Sounth Korea
1860,Pascu,ESP,Spain
1861,Paulao,BRA,Brazil
1862,Paulinho,BRA,Brazil
1863,Paulino,ESP,Spain
1864,Pedri,ESP,Spain
1865,Pedro,ESP,Spain
1866,Pepe,PRT,Portugal
1867,Petros,BRA,Brazil
1868,Pipa,ESP,Spain
1869,Piti,ESP,Spain
1870,Pizzi,PRT,Portugal
1871,Portu,ESP,Spain
1872,Pubill,ESP,Spain
1873,Q.Promes,NLD,Netherlands
1874,Q.Rivero,ESP,Spain
1875,Quini,ESP,Spain
1876,Quique,ESP,Spain
1877,R.Acquafresca,ITA,Italy
1878,R.Ait-Atmane,ALG,Algeria
1879,R.Albentosa,ESP,Spain
1880,R.Albiol,ESP,Spain
1881,R.Alcaraz,ESP,Spain
1882,R.Araujo,URY,Uruguay
1883,R.Arroyo,ESP,Spain
1884,R.Artero,ESP,Spain
1885,R.Assale,CIV,Ivory Coast
1886,R.Azeez,NGA,Nigeria
1887,R.Babel,NLD,Netherlands
1888,R.Baena,ESP,Spain
1889,R.Battaglia,ARG,Argentina
1890,R.Blanco,ESP,Spain
1891,R.Boakye,GHA,Ghana
1892,R.Boateng,GHA,Ghana
1893,R.Bodipo,GNQ,Equatorial Guinea
1894,R.Borre,COL,Colombia
1895,R.Boudebouz,ALG,Algeria
1896,R.Bravo,ESP,Spain
1897,R.Brezancic,SRB,Serbia
1898,R.Canella,ESP,Spain
1899,R.Carvalho,PRT,Portugal
1900,R.Castro,ESP,Spain
1901,R.Chen,PAN,Panama
1902,R.Correa,ESP,Spain
1903,R.Costa,PRT,Portugal
1904,R.De Paul,ARG,Argentina
1905,R.de Tomas,ESP,Spain
1906,R.Donk,SUR,Suriname
1907,R.Duarte,ESP,Spain
1908,R.Durmisi,DEN,Denmark
1909,R.Ely,BRA,Brazil
1910,R.Falcao,COL,Colombia
1911,R.Fernandez,ESP,Spain
1912,R.Folch,ESP,Spain
1913,R.Fonte,PRT,Portugal
1914,R.Funes Mori,ARG,Argentina
1915,R.Galvez,ESP,Spain
1916,R.Garcia,ESP,Spain
1917,R.Garcia,ESP,Spain
1918,R.Garcia,ESP,Spain
1919,R.Garcia,ESP,Spain
1920,R.Goni,ESP,Spain
1921,R.Gonzalez,ESP,Spain
1922,R.Guti,ESP,Spain
1923,R.Horta,PRT,Portugal
1924,R.Ibanez,ESP,Spain
1925,R.Jimenez,MEX,Mexico
1926,R.Jorda,ESP,Spain
1927,R.Krhin,SVN,Slovenia
1928,R.Lago,ESP,Spain
1929,R.Lamah,BEL,Belgium
1930,R.Le Normand,ESP,Spain
1931,R.Lendinez,ESP,Spain
1932,R.Leon,ESP,Spain
1933,R.Lewandowski,POL,Poland
1934,R.Lizoain,ESP,Spain
1935,R.Lodi,BRA,Brazil
1936,R.Lopes,PRT,Portugal
1937,R.Lopez,ESP,Spain
1938,R.Mandava,MOZ,Mozambique
1939,R.Marti,ESP,Spain
1940,R.Martinez,COL,Colombia
1941,R.Martinez,ESP,Spain
1942,R.Martins,BRA,Brazil
1943,R.Matos,BRA,Brazil
1944,R.Mazan,SVK,Slovakia
1945,R.Mesa,ESP,Spain
1946,R.Micael,PRT,Portugal
1947,R.Mino,ESP,Spain
1948,R.Mir,ESP,Spain
1949,R.Miranda,PRT,Portugal
1950,R.Navarro,ESP,Spain
1951,R.Navarro,ESP,Spain
1952,R.Navas,ESP,Spain
1953,R.Obrador,ESP,Spain
1954,R.Pardo,ESP,Spain
1955,R.Parra,ESP,Spain
1956,R.Pena,ESP,Spain
1957,R.Perez,ESP,Spain
